block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_65583,12926,0,TO ROCK ROAD STA VIA WESTPORT PLZ,88264,2_merged_2075097,2066690
a_65142,12794,1,TO CWE STA,87600,2_merged_2075094,2041240
a_65141,12794,1,TO CWE STA,87600,2_merged_2075094,2041241
a_62842,12834,1,DOWNTOWN TROLLEY,87791,1_merged_2075092,2047205
a_65142,12794,1,TO CWE STA,87600,2_merged_2075094,2041243
a_65151,12794,0,TO MACKLIND & ARSENAL,87599,3_merged_2075093,2041244
a_65151,12794,0,TO MACKLIND & ARSENAL,87599,3_merged_2075093,2041245
a_65151,12794,0,TO MACKLIND & ARSENAL,87599,3_merged_2075093,2041246
a_65151,12794,0,TO MACKLIND & ARSENAL,87599,3_merged_2075093,2041247
b_62842,12958,0,DOWNTOWN TROLLEY,88421,2_merged_2075097,2071566
a_67101,12849R,1,TO WASHINGTON PARK,87860,2_merged_2075094,2049681
a_67115,12849R,1,TO WASHINGTON PARK,87860,2_merged_2075094,2049682
a_67102,12849R,1,TO LAMBERT AIRPORT TERMINAL #1,87862,2_merged_2075094,2049683
a_67113,12849R,1,TO WASHINGTON PARK,87860,2_merged_2075094,2049684
a_67108,12849R,1,TO LAMBERT AIRPORT TERMINAL #1,87862,2_merged_2075094,2049685
a_67112,12849B,1,TO SHREWSBURY LANSDOWNE I-44,87858,2_merged_2075094,2049686
a_67105,12849R,1,TO WASHINGTON PARK,87860,2_merged_2075094,2049687
a_67102,12849R,1,TO LAMBERT AIRPORT TERMINAL #1,87862,2_merged_2075094,2049688
a_67106,12849B,1,TO SHREWSBURY LANSDOWNE I-44,87858,2_merged_2075094,2049689
b_62501,12978,1,TO BRENTWOOD STA,88505,1_merged_2075095,2074554
b_62843,12958,1,DOWNTOWN TROLLEY,88422,1_merged_2075095,2071477
b_62842,12958,0,DOWNTOWN TROLLEY,88421,2_merged_2075097,2071568
b_62841,12958,0,DOWNTOWN TROLLEY,88421,2_merged_2075097,2071569
b_65421,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067950
b_6551,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067951
b_65422,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067952
b_6552,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067953
b_65421,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067954
b_6551,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067955
b_65422,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067956
b_6552,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067957
b_65421,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067958
b_6551,12936,1,TO FLOWER VALLEY SHOPPING CTR,88315,3_merged_2075096,2067959
b_65672,12949,0,TO CIVIC CENTER,88375,3_merged_2075096,2069986
b_65743,12953,0,TO DELMAR STA VIA JCC,88393,3_merged_2075096,2070617
b_65742,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070616
b_65741,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070615
b_65743,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070614
b_65744,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070613
b_65742,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070612
b_65741,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070611
b_65743,12953,1,TO CHESTERFIELD MALL,88396,2_merged_2075097,2070610
b_62503,12978,1,TO BRENTWOOD STA,88505,1_merged_2075095,2074555
b_65673,12949,0,TO CIVIC CENTER,88374,1_merged_2075095,2069852
b_65617,12947,1,TO N BROADWAY TC,88370,2_merged_2075097,2069472
b_67125,12973B,1,TO SHREWSBURY LANSDOWNE I-44,88489,1_merged_2075095,2073809
a_67103,12849B,0,TO FAIRVIEW HEIGHTS,87847,2_merged_2075094,2049552
b_65742,12953,0,TO DELMAR STA VIA JCC,88393,3_merged_2075096,2070618
b_65164,12919,0,TO SHREWSBURY STA,88236,3_merged_2075096,2065776
b_65281,12927,0,EARTH CITY,88269,2_merged_2075097,2066763
b_65582,12944,0,TO ROCK ROAD STA,88357,1_merged_2075095,2068972
a_67129,12849R,0,TO SHILOH SCOTT,87852,1_merged_2075092,2049246
b_65282,12927,0,EARTH CITY,88269,2_merged_2075097,2066764
b_69191,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,3_merged_2075096,2072759
b_67104,12973R,0,TO SHILOH SCOTT,88485,1_merged_2075095,2073556
b_65581,12944,0,TO ROCK ROAD STA,88357,2_merged_2075097,2069005
b_62842,12958,0,DOWNTOWN TROLLEY,88421,3_merged_2075096,2071690
b_62841,12958,0,DOWNTOWN TROLLEY,88421,3_merged_2075096,2071691
b_62842,12958,1,DOWNTOWN TROLLEY,88422,3_merged_2075096,2071692
b_65561,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068839
b_62842,12958,1,DOWNTOWN TROLLEY,88422,3_merged_2075096,2071694
b_62182,12920,0,TO SHREWSBURY STA,88242,1_merged_2075095,2065809
b_62842,12958,1,DOWNTOWN TROLLEY,88422,3_merged_2075096,2071696
b_62841,12958,1,DOWNTOWN TROLLEY,88422,3_merged_2075096,2071697
b_62511,12941,0,TO BALLAS TC,88339,2_merged_2075097,2068524
b_65572,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068833
b_65573,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068830
b_65568,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068831
a_67113,12849R,0,TO SHILOH SCOTT,87854,2_merged_2075094,2049553
b_65161,12919,1,TO RIVERVIEW TC,88240,3_merged_2075096,2065801
b_65572,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068834
b_65320,12943,1,TO HANLEY STA,88355,1_merged_2075095,2068835
b_65281,12927,0,EARTH CITY,88269,2_merged_2075097,2066768
b_67102,12973R,1,TO LAMBERT AIRPORT TERMINAL #1,88493,2_merged_2075097,2073941
b_62263,12925,1,TO MAPLEWOOD STA,88263,3_merged_2075096,2066604
b_65582,12944,0,TO ROCK ROAD STA,88358,2_merged_2075097,2069009
b_67116,12973B,0,TO FAIRVIEW HEIGHTS,88478,1_merged_2075095,2073551
b_69107,12959,1,MAIN ST STATE ST - TO BELLEVILLE STA - VIA FAIRVIEW HGTS STA,88427,2_merged_2075097,2071898
b_62206,12922,0,TO SHREWSBURY STA,88249,3_merged_2075096,2066161
b_65313,12929,1,TO HANLEY STA,88284,2_merged_2075097,2067058
b_67134,12973B,1,TO SHREWSBURY LANSDOWNE I-44,88489,1_merged_2075095,2073800
b_69443,12969,0,ST CLAIR SQ - TO COLLINSVILLE TRANSIT CTR,88468,1_merged_2075095,2073314
b_6271,12951,1,TO CWE STA,88382,2_merged_2075097,2070209
b_65781,12955,0,TO HAMPTON LOOP,88410,3_merged_2075096,2071043
b_62825,12957,0,TO BALLAS TC,88417,2_merged_2075097,2071338
a_6544,12788,0,FOREST PARK TROLLEY TO SCIENCE CENTER,87577,2_merged_2075094,2040045
a_65676,12825,1,TO STLCC FLORISSANT VALLEY,87745,1_merged_2075092,2045564
a_69444,12845,1,ST CLAIR SQ - TO COLLEGE STA,87839,1_merged_2075092,2049026
a_6544,12788,0,FOREST PARK TROLLEY TO SCIENCE CENTER,87577,2_merged_2075094,2040046
a_65672,12825,1,TO STLCC FLORISSANT VALLEY,87745,1_merged_2075092,2045561
a_69444,12845,1,ST CLAIR SQ - TO COLLEGE STA,87839,1_merged_2075092,2049021
a_69445,12845,1,ST CLAIR SQ - TO COLLEGE STA,87839,1_merged_2075092,2049022
a_6543,12788,0,FOREST PARK TROLLEY TO SCIENCE CENTER,87577,2_merged_2075094,2040042
a_62499,12855,0,TO OZARK TRAIL & CLAYTON RD,87873,1_merged_2075092,2050233
a_62182,12855,0,TO OZARK TRAIL & CLAYTON RD,87874,1_merged_2075092,2050232
a_62499,12855,0,TO OZARK TRAIL & CLAYTON RD,87874,1_merged_2075092,2050231
a_62501,12855,0,TO OZARK TRAIL & CLAYTON RD,87874,1_merged_2075092,2050230
a_6544,12788,0,FOREST PARK TROLLEY TO SCIENCE CENTER,87577,2_merged_2075094,2040049
a_62503,12855,0,TO OZARK TRAIL & CLAYTON RD,87873,1_merged_2075092,2050236
a_62500,12855,0,TO OZARK TRAIL & CLAYTON RD,87874,1_merged_2075092,2050235
a_62501,12855,0,TO OZARK TRAIL & CLAYTON RD,87874,1_merged_2075092,2050234
b_65352,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067374
b_65351,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067375
b_65352,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067376
b_65351,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067377
b_65352,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067370
b_65351,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067371
b_65352,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067372
b_65351,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067373
b_62518,12984,0,TO CLAYTON STA VIA BALLAS TC,88522,3_merged_2075096,2074877
b_65356,12931,1,TO RIVERVIEW TC,88290,1_merged_2075095,2067284
b_65353,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067378
b_65351,12931,1,TO RIVERVIEW TC,88290,3_merged_2075096,2067379
b_67106,12973R,0,TO SHILOH SCOTT,88485,1_merged_2075095,2073569
b_69192,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072620
a_65614,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044962
a_65612,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044963
a_65617,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044960
a_65619,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044961
a_65625,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044966
a_65618,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044967
a_65616,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044964
a_65615,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044965
b_67108,12973B,0,TO FAIRVIEW HEIGHTS,88478,1_merged_2075095,2073553
a_65621,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044968
a_65622,12823,1,TO N BROADWAY TC,87739,1_merged_2075092,2044969
a_62841,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047327
a_69327,12841,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA,87822,1_merged_2075092,2048651
b_62201,12922,1,TO STLCC MERAMEC,88250,2_merged_2075097,2066152
b_69327,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA,88453,3_merged_2075096,2073120
b_69327,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073121
b_69326,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA,88453,3_merged_2075096,2073122
b_69328,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073123
a_651,12786,0,TO CWE STA,87566,2_merged_2075094,2039639
b_69326,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073125
b_69328,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073126
b_69325,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073127
b_69327,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073128
b_69326,12965,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST CLAIR SQUARE,88452,3_merged_2075096,2073129
a_69362,12842,1,CASEYVILLE MARYBELLE - TO COLLINSVILLE TRANSIT CTR,87830,1_merged_2075092,2048858
a_6551,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040308
a_6552,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040309
a_6553,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040302
a_6552,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040303
a_62843,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047326
a_6551,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040301
a_6551,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040306
a_6553,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040307
a_6553,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040304
a_6552,12789,1,TO HANLEY STA,87585,2_merged_2075094,2040305
a_65801,12832,0,TO 14TH & SPRUCE,87783,1_merged_2075092,2046768
b_67130,12973R,0,TO SHILOH SCOTT,88485,1_merged_2075095,2073574
b_62201,12922,0,TO SHREWSBURY STA,88249,1_merged_2075095,2066035
b_62657,12948,0,TO SO CO MALL,88371,3_merged_2075096,2069776
b_69362,12966,1,CASEYVILLE MARYBELLE - TO COLLINSVILLE TRANSIT CTR,88461,1_merged_2075095,2073177
a_62841,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047321
b_62500,12978,1,TO BRENTWOOD STA,88505,1_merged_2075095,2074553
b_65283,12927,0,EARTH CITY,88269,3_merged_2075096,2066773
a_62511,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044221
b_65311,12927,0,TO LAMBERT AIRPORT,88268,2_merged_2075097,2066771
b_65271,12944,0,TO ROCK ROAD STA,88358,2_merged_2075097,2069010
a_62544,12818,0,TO CWE STA,87711,1_merged_2075092,2044270
b_65581,12944,0,TO ROCK ROAD STA,88357,2_merged_2075097,2069016
b_67108,12973R,0,TO SHILOH SCOTT,88485,2_merged_2075097,2073878
a_65426,12812,0,TO CLAYTON STA,87680,1_merged_2075092,2043500
a_62121,12792,1,TO SHREWSBURY STA,87595,2_merged_2075094,2040847
b_67105,12973R,1,TO LAMBERT AIRPORT TERMINAL #1,88493,1_merged_2075095,2073693
b_65283,12927,0,EARTH CITY,88269,3_merged_2075096,2066779
b_67110,12973R,1,TO LAMBERT AIRPORT TERMINAL #1,88493,1_merged_2075095,2073691
b_67102,12973R,1,TO LAMBERT AIRPORT TERMINAL #1,88493,1_merged_2075095,2073696
a_65428,12812,0,TO CLAYTON STA,87680,1_merged_2075092,2043503
a_67104,12849R,0,TO SHILOH SCOTT,87854,1_merged_2075092,2049215
b_67106,12973R,1,TO LAMBERT AIRPORT TERMINAL #1,88493,1_merged_2075095,2073695
a_65423,12812,0,TO CLAYTON STA VIA LHB IND,87681,1_merged_2075092,2043502
b_69401,12967,1,MEMORIAL HOSP WESTFIELD PLZ - TO MEM HOSP STA,88463,1_merged_2075095,2073243
b_62481,12946,1,TO BRENTWOOD STA,88368,1_merged_2075095,2069134
a_65428,12812,0,TO CLAYTON STA,87680,1_merged_2075092,2043505
a_67124,12849B,0,TO FAIRVIEW HEIGHTS,87847,1_merged_2075092,2049312
b_65613,12947,0,TO LOUGHBOROUGH COMMONS,88369,1_merged_2075095,2069223
a_65427,12812,0,TO CLAYTON STA,87680,1_merged_2075092,2043504
a_62515,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044214
a_62518,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044215
a_65421,12812,1,TO FLOWER VALLEY SHOPPING CTR,87683,1_merged_2075092,2043536
a_65424,12812,1,TO FLOWER VALLEY SHOPPING CTR,87683,1_merged_2075092,2043537
a_62520,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044210
a_65425,12812,1,TO FLOWER VALLEY SHOPPING CTR,87683,1_merged_2075092,2043531
a_62520,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044212
a_62520,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044213
a_62521,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044226
a_62515,12817,1,TO CLAYTON STA,87710,2_merged_2075094,2044218
a_65422,12812,1,TO FLOWER VALLEY SHOPPING CTR VIA LHB IND,87685,1_merged_2075092,2043539
a_62519,12817,0,TO BALLAS TC,87708,3_merged_2075093,2044229
b_62515,12981,1,TO BALLAS TC,88514,1_merged_2075095,2074648
a_67126,12849R,0,TO SHILOH SCOTT,87852,1_merged_2075092,2049287
a_62841,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047323
b_69102,12959,0,MAIN ST STATE ST - TO 5TH & MO,88423,2_merged_2075097,2071834
a_65427,12812,0,TO CLAYTON STA,87680,1_merged_2075092,2043508
a_62481,12815,1,TO MERAMEC COLLEGE,87701,2_merged_2075094,2043978
a_65583,12820,1,VIA HORD AVE,87731,1_merged_2075092,2044659
b_67109,12973B,0,TO FAIRVIEW HEIGHTS,88478,1_merged_2075095,2073628
a_65615,12823,1,TO N BROADWAY TC,87739,3_merged_2075093,2045251
b_62261,12925,1,TO MAPLEWOOD STA,88263,3_merged_2075096,2066599
b_62252,12925,1,TO MAPLEWOOD STA,88263,3_merged_2075096,2066598
b_62262,12925,1,TO MAPLEWOOD STA,88263,3_merged_2075096,2066597
b_62262,12925,1,TO MAPLEWOOD STA,88263,3_merged_2075096,2066596
b_62253,12925,0,TO ROCK ROAD STA,88261,3_merged_2075096,2066595
a_65612,12823,1,TO N BROADWAY TC,87739,3_merged_2075093,2045250
b_62254,12925,0,TO ROCK ROAD STA,88261,3_merged_2075096,2066593
b_69196,12963,0,ALTA SITA,88441,3_merged_2075096,2072751
b_62253,12925,0,TO ROCK ROAD STA,88261,3_merged_2075096,2066591
b_62255,12925,0,TO ROCK ROAD STA,88261,3_merged_2075096,2066590
a_69115,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047549
a_65583,12820,1,VIA HORD AVE,87731,1_merged_2075092,2044654
a_62843,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047322
a_62842,12834,0,DOWNTOWN TROLLEY,87790,1_merged_2075092,2047098
b_67116,12973B,1,TO SHREWSBURY LANSDOWNE I-44,88489,2_merged_2075097,2073988
b_65272,12926,0,TO ROCK ROAD STA,88265,2_merged_2075097,2066679
a_65583,12820,1,VIA HALLS FERRY,87730,1_merged_2075092,2044655
a_62841,12834,0,DOWNTOWN TROLLEY,87790,1_merged_2075092,2047093
a_69111,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047540
a_69113,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047543
a_69110,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047542
a_62843,12834,0,DOWNTOWN TROLLEY,87790,1_merged_2075092,2047097
a_69115,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047544
a_62842,12834,0,DOWNTOWN TROLLEY,87790,1_merged_2075092,2047095
a_69112,12835,0,MAIN ST STATE ST - TO 5TH & MO - VIA FAIRVIEW HGTS STA,87793,2_merged_2075094,2047546
a_62441,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043659
a_62445,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043658
b_69193,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072613
a_65582,12820,1,VIA HORD AVE,87729,1_merged_2075092,2044657
b_69191,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072615
b_69192,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072614
b_69192,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072617
b_69193,12963,1,ALTA SITA TO EMERSON PARK VIA CHURCH,88443,1_merged_2075095,2072616
a_62447,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043651
a_62449,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043650
a_62445,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043653
a_62444,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043652
a_62442,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043655
a_62441,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043654
a_62444,12813,0,TO CATALAN LOOP,87690,1_merged_2075092,2043657
a_65582,12820,0,TO ROCK ROAD STA,87726,1_merged_2075092,2044651
b_69124,12960,1,CAHOKIA - TO CAHOKIA VIA WATER ST,88431,1_merged_2075095,2072050
a_62204,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041879
a_62203,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041878
a_62481,12815,1,TO MERAMEC COLLEGE,87701,2_merged_2075094,2043972
a_62205,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041873
a_62206,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041872
a_62205,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041871
a_62206,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041870
a_62204,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041877
a_62203,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041876
a_62205,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041875
a_62206,12798,1,TO STLCC MERAMEC,87619,3_merged_2075093,2041874
a_69142,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047893
a_69141,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047892
a_69142,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047891
a_69141,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047890
a_69142,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047897
a_69362,12842,0,CASEYVILLE MARYBELLE - TO FLYING J,87827,1_merged_2075092,2048840
a_69141,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047895
a_69141,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047894
b_69196,12963,0,ALTA SITA,88441,3_merged_2075096,2072753
a_69142,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047899
a_69142,12837,0,19TH & CENTRAL,87802,1_merged_2075092,2047898
a_62841,12834,1,DOWNTOWN TROLLEY,87791,2_merged_2075094,2047329
a_69361,12842,1,CASEYVILLE MARYBELLE - TO COLLINSVILLE TRANSIT CTR,87830,1_merged_2075092,2048848
a_69221,12840,1,WASHINGTON PARK - TO EMERSON PARK,87814,1_merged_2075092,2048519
a_69221,12840,1,WASHINGTON PARK - TO EMERSON PARK,87814,1_merged_2075092,2048518
b_62515,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074619
b_62525,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074618
b_62515,12941,1,TO CLAYTON STA,88341,3_merged_2075096,2068573
b_62526,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074613
b_62512,12981,0,TO DELMAR GARDENS CHESTERFIELD VIA ST LUKE'S HOSP,88510,1_merged_2075095,2074612
b_62513,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074611
b_62518,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074610
b_62526,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074617
b_62523,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074616
b_62526,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074615
b_62523,12981,0,TO DELMAR GARDENS CHESTERFIELD,88512,1_merged_2075095,2074614
b_65619,12947,0,TO LOUGHBOROUGH COMMONS,88369,3_merged_2075096,2069518
a_67101,12849R,0,TO SHILOH SCOTT,87854,1_merged_2075092,2049317
b_65618,12947,0,TO LOUGHBOROUGH COMMONS,88369,3_merged_2075096,2069519
b_62711,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064739
b_62712,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064738
b_69363,12966,1,CASEYVILLE MARYBELLE - TO CASEYVILLE,88460,2_merged_2075097,2073213
b_62711,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064735
b_62712,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064734
b_6271,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064737
b_6272,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064736
b_62714,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064731
b_6274,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064730
b_6271,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064733
b_6272,12914,0,TO CATALAN LOOP,88218,2_merged_2075097,2064732
a_65743,12829,1,TO CHESTERFIELD MALL VIA CORP SQ,87766,1_merged_2075092,2046228
b_69361,12966,1,CASEYVILLE MARYBELLE - TO CASEYVILLE,88460,1_merged_2075095,2073170
b_69221,12964,1,WASHINGTON PARK - TO EMERSON PARK,88445,1_merged_2075095,2072826
b_69101,12959,1,MAIN ST STATE ST - TO BELLEVILLE STA - VIA FAIRVIEW HGTS STA,88427,1_merged_2075095,2071820
b_67114,12973B,1,TO SHREWSBURY LANSDOWNE I-44,88489,3_merged_2075096,2074313
a_65372,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041693
b_62121,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065028
a_65371,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041692
b_62122,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065026
b_62126,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065027
b_62124,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065024
b_62125,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065025
b_62121,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065022
a_65191,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041691
a_65744,12829,1,TO CHESTERFIELD MALL,87765,1_merged_2075092,2046227
b_62126,12916,0,TO 14TH & SPRUCE,88225,1_merged_2075095,2065021
a_65166,12795,1,TO RIVERVIEW TC VIA JENNINGS HS,87608,1_merged_2075092,2041342
b_65422,12936,0,TO HANLEY STA ONLY,88313,3_merged_2075096,2067932
a_65191,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041697
b_65573,12943,0,TO RIVERVIEW TC,88352,1_merged_2075095,2068779
a_65722,12828,1,TO CATALAN LOOP,87759,2_merged_2075094,2046083
a_65372,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041696
a_65581,12820,1,VIA HALLS FERRY,87728,1_merged_2075092,2044656
b_62260,12925,0,TO ROCK ROAD STA,88261,3_merged_2075096,2066584
b_69142,12961,0,19TH & CENTRAL,88433,1_merged_2075095,2072202
a_65166,12795,1,TO RIVERVIEW TC,87609,1_merged_2075092,2041347
b_62182,12920,1,TO OAKVILLE,88245,1_merged_2075095,2065839
a_65191,12797,1,TO N BROADWAY TC,87617,3_merged_2075093,2041694
